Perturbed dimension,Perturbed dimension display,Threshold perturbation,Threshold delta,Weight perturbation,Weight delta,Applied T_R,Applied T_A,T_C_direct,T_C_review,T_R clipped,T_A clipped,New target weight,Client,Baseline admitted,Scenario admitted,Admission status changed,Baseline decision,Scenario decision,Decision category changed,Baseline HPS,Scenario HPS,Delta HPS,Baseline critical HPS,Scenario critical HPS,Delta critical HPS,Baseline critical minimum,Scenario critical minimum
source_reliability,Source Reliability,+10%,0.1,+20%,0.2,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.24,client_012,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,2.9975,-0.05249999999999977,3.0714285714285716,2.9965034965034967,-0.07492507492507494,2.0,2.0
source_reliability,Source Reliability,+10%,0.1,+20%,0.2,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.24,client_013,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.3,2.235,-0.06499999999999995,2.428571428571429,2.3286713286713288,-0.09990009990010007,1.0,1.0
source_reliability,Source Reliability,+10%,0.1,+20%,0.2,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.24,client_014,True,True,False,DIRECT_AUTO_ACCEPT,DIRECT_AUTO_ACCEPT,False,4.6,4.62,0.020000000000000462,4.857142857142858,4.8671328671328675,0.009990009990009874,4.0,4.0
source_reliability,Source Reliability,+10%,0.1,+20%,0.2,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.24,client_015,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,REMEDIATE,True,3.5,3.475,-0.02499999999999991,3.714285714285715,3.6643356643356646,-0.04995004995005026,3.0,3.0
source_reliability,Source Reliability,+10%,0.1,+20%,0.2,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.24,client_016,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.2375,2.175625,-0.06187499999999968,2.3392857142857144,2.245629370629371,-0.09365634365634357,1.0,1.0
source_reliability,Source Reliability,+10%,0.1,+20%,0.2,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.24,client_017,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.2375,-0.012500000000000178,4.357142857142857,4.3321678321678325,-0.02497502497502424,4.0,4.0
source_reliability,Source Reliability,+10%,0.1,+20%,0.2,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.24,client_018,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.9875,2.938125,-0.04937499999999995,2.982142857142857,2.9134615384615383,-0.06868131868131888,2.0,2.0
source_reliability,Source Reliability,+10%,0.1,+20%,0.2,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.24,client_019,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,REMEDIATE,True,3.5,3.475,-0.02499999999999991,3.714285714285715,3.6643356643356646,-0.04995004995005026,3.0,3.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_000,True,True,False,DIRECT_AUTO_ACCEPT,DIRECT_AUTO_ACCEPT,False,4.6,4.63,0.03000000000000025,4.857142857142858,4.871972318339101,0.01482946119624362,4.0,4.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_001,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,REMEDIATE,True,3.4375,3.4046874999999996,-0.032812500000000355,3.6250000000000004,3.5601211072664363,-0.06487889273356418,3.0,3.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_002,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,2.97125,-0.07874999999999988,3.0714285714285716,2.9602076124567476,-0.11122095897182405,2.0,2.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_003,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.23125,-0.018749999999999822,4.357142857142857,4.320069204152249,-0.03707365299060772,4.0,4.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_004,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.2375,2.1446875,-0.09281249999999996,2.3392857142857144,2.2002595155709344,-0.13902619871478006,1.0,1.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_005,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,REMEDIATE,True,3.5,3.4625,-0.03750000000000009,3.714285714285715,3.6401384083044985,-0.07414730598121633,3.0,3.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_006,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,2.97125,-0.07874999999999988,3.0714285714285716,2.9602076124567476,-0.11122095897182405,2.0,2.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_007,True,True,False,DIRECT_AUTO_ACCEPT,DIRECT_AUTO_ACCEPT,False,4.6,4.63,0.03000000000000025,4.857142857142858,4.871972318339101,0.01482946119624362,4.0,4.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_008,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,REMEDIATE,True,3.5,3.4625,-0.03750000000000009,3.714285714285715,3.6401384083044985,-0.07414730598121633,3.0,3.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_009,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.3,2.2025,-0.0974999999999997,2.428571428571429,2.2802768166089966,-0.1482946119624322,1.0,1.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_010,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.23125,-0.018749999999999822,4.357142857142857,4.320069204152249,-0.03707365299060772,4.0,4.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_011,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,REMEDIATE,True,3.5,3.4625,-0.03750000000000009,3.714285714285715,3.6401384083044985,-0.07414730598121633,3.0,3.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_012,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,2.97125,-0.07874999999999988,3.0714285714285716,2.9602076124567476,-0.11122095897182405,2.0,2.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_013,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.3,2.2025,-0.0974999999999997,2.428571428571429,2.2802768166089966,-0.1482946119624322,1.0,1.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_014,True,True,False,DIRECT_AUTO_ACCEPT,DIRECT_AUTO_ACCEPT,False,4.6,4.63,0.03000000000000025,4.857142857142858,4.871972318339101,0.01482946119624362,4.0,4.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_015,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,REMEDIATE,True,3.5,3.4625,-0.03750000000000009,3.714285714285715,3.6401384083044985,-0.07414730598121633,3.0,3.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_016,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.2375,2.1446875,-0.09281249999999996,2.3392857142857144,2.2002595155709344,-0.13902619871478006,1.0,1.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_017,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.23125,-0.018749999999999822,4.357142857142857,4.320069204152249,-0.03707365299060772,4.0,4.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_018,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.9875,2.9134374999999997,-0.07406250000000014,2.982142857142857,2.8801903114186858,-0.10195254572417145,2.0,2.0
source_reliability,Source Reliability,+10%,0.1,+30%,0.3,3.3000000000000003,4.4,4.4,3.8500000000000005,False,False,0.26,client_019,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,REMEDIATE,True,3.5,3.4625,-0.03750000000000009,3.714285714285715,3.6401384083044985,-0.07414730598121633,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_000,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.6,4.57,-0.02999999999999936,4.857142857142858,4.841328413284132,-0.015814443858725546,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_001,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.4375,3.4703125000000004,0.032812500000000355,3.6250000000000004,3.6941881918819184,0.06918819188191794,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_002,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,3.12875,0.07875000000000032,3.0714285714285716,3.190036900369004,0.11860832894043227,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_003,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.268750000000001,0.01875000000000071,4.357142857142857,4.3966789667896675,0.03953610964681076,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_004,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.2375,2.3303125000000002,0.09281250000000041,2.3392857142857144,2.4875461254612548,0.14826041117554034,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_005,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5375000000000005,0.03750000000000053,3.714285714285715,3.7933579335793355,0.07907221929362063,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_006,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,3.12875,0.07875000000000032,3.0714285714285716,3.190036900369004,0.11860832894043227,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_007,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.6,4.57,-0.02999999999999936,4.857142857142858,4.841328413284132,-0.015814443858725546,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_008,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5375000000000005,0.03750000000000053,3.714285714285715,3.7933579335793355,0.07907221929362063,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_009,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.3,2.3975000000000004,0.09750000000000059,2.428571428571429,2.5867158671586714,0.1581444385872426,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_010,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.268750000000001,0.01875000000000071,4.357142857142857,4.3966789667896675,0.03953610964681076,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_011,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5375000000000005,0.03750000000000053,3.714285714285715,3.7933579335793355,0.07907221929362063,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_012,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,3.12875,0.07875000000000032,3.0714285714285716,3.190036900369004,0.11860832894043227,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_013,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.3,2.3975000000000004,0.09750000000000059,2.428571428571429,2.5867158671586714,0.1581444385872426,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_014,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.6,4.57,-0.02999999999999936,4.857142857142858,4.841328413284132,-0.015814443858725546,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_015,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5375000000000005,0.03750000000000053,3.714285714285715,3.7933579335793355,0.07907221929362063,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_016,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.2375,2.3303125000000002,0.09281250000000041,2.3392857142857144,2.4875461254612548,0.14826041117554034,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_017,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.268750000000001,0.01875000000000071,4.357142857142857,4.3966789667896675,0.03953610964681076,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_018,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.9875,3.0615625000000004,0.07406250000000059,2.982142857142857,3.0908671586715863,0.10872430152872914,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-30%,-0.3,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.14,client_019,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5375000000000005,0.03750000000000053,3.714285714285715,3.7933579335793355,0.07907221929362063,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_000,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.6,4.58,-0.019999999999999574,4.857142857142858,4.846715328467154,-0.010427528675704067,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_001,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.4375,3.459375,0.02187500000000009,3.6250000000000004,3.6706204379562046,0.045620437956204185,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_002,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,3.1025,0.05250000000000021,3.0714285714285716,3.1496350364963503,0.07820646506777873,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_003,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.2625,0.012500000000000178,4.357142857142857,4.383211678832117,0.02606882168926017,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_004,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.2375,2.299375,0.061875000000000124,2.3392857142857144,2.437043795620438,0.09775808133472363,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_005,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5250000000000004,0.025000000000000355,3.714285714285715,3.7664233576642334,0.05213764337851856,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_006,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,3.1025,0.05250000000000021,3.0714285714285716,3.1496350364963503,0.07820646506777873,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_007,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.6,4.58,-0.019999999999999574,4.857142857142858,4.846715328467154,-0.010427528675704067,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_008,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5250000000000004,0.025000000000000355,3.714285714285715,3.7664233576642334,0.05213764337851856,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_009,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.3,2.365,0.06500000000000039,2.428571428571429,2.5328467153284673,0.10427528675703845,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_010,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.2625,0.012500000000000178,4.357142857142857,4.383211678832117,0.02606882168926017,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_011,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5250000000000004,0.025000000000000355,3.714285714285715,3.7664233576642334,0.05213764337851856,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_012,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,3.1025,0.05250000000000021,3.0714285714285716,3.1496350364963503,0.07820646506777873,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_013,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.3,2.365,0.06500000000000039,2.428571428571429,2.5328467153284673,0.10427528675703845,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_014,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.6,4.58,-0.019999999999999574,4.857142857142858,4.846715328467154,-0.010427528675704067,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_015,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5250000000000004,0.025000000000000355,3.714285714285715,3.7664233576642334,0.05213764337851856,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_016,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.2375,2.299375,0.061875000000000124,2.3392857142857144,2.437043795620438,0.09775808133472363,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_017,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.2625,0.012500000000000178,4.357142857142857,4.383211678832117,0.02606882168926017,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_018,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.9875,3.036875,0.04937500000000039,2.982142857142857,3.0538321167883207,0.07168925964546347,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-20%,-0.2,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.16000000000000006,client_019,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5250000000000004,0.025000000000000355,3.714285714285715,3.7664233576642334,0.05213764337851856,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_000,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.6,4.590000000000001,-0.009999999999998899,4.857142857142858,4.851985559566787,-0.005157297576070974,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_001,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.4375,3.4484375000000003,0.010937500000000266,3.6250000000000004,3.6475631768953067,0.02256317689530629,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_002,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,3.0762500000000004,0.02625000000000055,3.0714285714285716,3.1101083032490977,0.038679731820526086,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_003,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.2562500000000005,0.006250000000000533,4.357142857142857,4.370036101083032,0.012893243940175658,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_004,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.2375,2.2684375,0.030937500000000284,2.3392857142857144,2.3876353790613716,0.048349664775657164,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_005,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5125,0.012500000000000178,3.714285714285715,3.740072202166065,0.025786487880349984,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_006,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,3.0762500000000004,0.02625000000000055,3.0714285714285716,3.1101083032490977,0.038679731820526086,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_007,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.6,4.590000000000001,-0.009999999999998899,4.857142857142858,4.851985559566787,-0.005157297576070974,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_008,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5125,0.012500000000000178,3.714285714285715,3.740072202166065,0.025786487880349984,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_009,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.3,2.3325000000000005,0.03250000000000064,2.428571428571429,2.48014440433213,0.0515729757607013,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_010,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.25,4.2562500000000005,0.006250000000000533,4.357142857142857,4.370036101083032,0.012893243940175658,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_011,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5125,0.012500000000000178,3.714285714285715,3.740072202166065,0.025786487880349984,3.0,3.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_012,False,False,False,REMEDIATE,AUTO_REJECT,True,3.05,3.0762500000000004,0.02625000000000055,3.0714285714285716,3.1101083032490977,0.038679731820526086,2.0,2.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_013,False,False,False,AUTO_REJECT,AUTO_REJECT,False,2.3,2.3325000000000005,0.03250000000000064,2.428571428571429,2.48014440433213,0.0515729757607013,1.0,1.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_014,True,True,False,DIRECT_AUTO_ACCEPT,ACCEPT_AFTER_AUTOMATED_REVIEW,True,4.6,4.590000000000001,-0.009999999999998899,4.857142857142858,4.851985559566787,-0.005157297576070974,4.0,4.0
source_reliability,Source Reliability,+20%,0.2,-10%,-0.1,3.5999999999999996,4.8,4.8,4.199999999999999,False,False,0.18000000000000005,client_015,True,False,True,ACCEPT_AFTER_AUTOMATED_REVIEW,AUTO_REJECT,True,3.5,3.5125,0.012500000000000178,3.714285714285715,3.740072202166065,0.025786487880349984,3.0,3.0
